"track_id","locale","setting_name","setting_value","setting_type"
"93","pt_BR","policy","<object id=""7ad8882a-19e8-ada9-5aea-a9848bb0ad87"" width=""0"" height=""0"" type=""application/gas-events-abn""></object>","string"
"93","pt_BR","identifyType","\N","string"
"94","pt_BR","title","MARECHAL DEODORO","string"
"94","pt_BR","abbrev","MAL","string"
"94","pt_BR","identifyType","\N","string"
"95","pt_BR","title","MURICI","string"
"95","pt_BR","abbrev","MUR","string"
"95","pt_BR","policy","<object id=""992a680a-6829-8981-5898-1bb13996af91"" width=""0"" height=""0"" type=""application/gas-events-abn""></object>","string"
"95","pt_BR","identifyType","\N","string"
"96","pt_BR","title","PALMEIRA DOS ÍNDIOS","string"
"96","pt_BR","abbrev","PAL","string"
"96","pt_BR","policy","<object id=""6bea6ae9-fb0a-8a93-8b09-0ba61ab3b685"" width=""0"" height=""0"" type=""application/gas-events-abn""></object>","string"
"96","pt_BR","identifyType","\N","string"
"97","pt_BR","title","PENEDO","string"
"97","pt_BR","abbrev","PEN","string"
"97","pt_BR","policy","<object id=""4bab6b9b-5b0b-a792-39e8-0abc5b988482"" width=""0"" height=""0"" type=""application/gas-events-abn""></object>","string"
"97","pt_BR","identifyType","\N","string"
"98","pt_BR","title","PIRANHAS","string"
"98","pt_BR","abbrev","PIR","string"
"98","pt_BR","policy","<object id=""fa3b1939-e838-858e-1878-d9bdf9948391"" width=""0"" height=""0"" type=""application/gas-events-abn""></object>","string"
"98","pt_BR","identifyType","\N","string"
"91","pt_BR","title","ARAPIRACA","string"
"91","pt_BR","policy","<object id=""6ac8dbe9-49db-a8b5-988b-8a8b899885a6"" width=""0"" height=""0"" type=""application/gas-events-abn""></object>","string"
"94","pt_BR","policy","<object id=""991b8bba-a909-adb5-b978-18ba18909d94"" width=""0"" height=""0"" type=""application/gas-events-abn""></object>","string"
"99","pt_BR","title","SANTANA DO IPANEMA","string"
"99","pt_BR","abbrev","SAN","string"
"99","pt_BR","policy","<object id=""092b7a88-28fb-8fa9-99bb-08bc0981a08f"" width=""0"" height=""0"" type=""application/gas-events-abn""></object>","string"
"99","pt_BR","identifyType","\N","string"
"100","pt_BR","title","SÃO MIGUEL","string"
"100","pt_BR","abbrev","SAM","string"
"100","pt_BR","policy","<object id=""ca18fa5a-985b-84a0-7bba-2ba58b8bac8b"" width=""0"" height=""0"" type=""application/gas-events-abn""></object>","string"
"100","pt_BR","identifyType","\N","string"
"101","pt_BR","title","SATUBA","string"
"101","pt_BR","abbrev","SAT","string"
"101","pt_BR","policy","<object id=""88f9bb1a-0bcb-ba9a-cb79-f9b408b492b3"" width=""0"" height=""0"" type=""application/gas-events-abn""></object>","string"
"101","pt_BR","identifyType","\N","string"
"131","pt_BR","title","Submissões gerais","string"
"131","pt_BR","abbrev","GEN","string"
"131","pt_BR","policy","\N","string"
"121","pt_BR","identifyType","\N","string"
"119","pt_BR","abbrev","CET","string"
"111","pt_BR","title","CIÊNCIAS DA SAÚDE","string"
"111","pt_BR","abbrev","CS","string"
"111","pt_BR","policy","\N","string"
"111","pt_BR","identifyType","\N","string"
"113","pt_BR","title","CIÊNCIAS SOCIAIS APLICADAS","string"
"114","pt_BR","identifyType","\N","string"
"135","pt_BR","abbrev","EE","string"
"115","pt_BR","abbrev","LLA","string"
"115","pt_BR","policy","\N","string"
"112","pt_BR","abbrev","CH","string"
"112","pt_BR","policy","\N","string"
"112","pt_BR","identifyType","\N","string"
"119","pt_BR","title","CIÊNCIAS EXATAS E DA TERRA","string"
"115","pt_BR","identifyType","\N","string"
"114","pt_BR","title","ENGENHARIAS","string"
"113","pt_BR","abbrev","CSA","string"
"113","pt_BR","policy","\N","string"
"113","pt_BR","identifyType","\N","string"
"117","pt_BR","title","MULTIDISCIPLINAR","string"
"114","pt_BR","abbrev","ENG","string"
"114","pt_BR","policy","\N","string"
"117","pt_BR","abbrev","MD","string"
"117","pt_BR","policy","\N","string"
"117","pt_BR","identifyType","\N","string"
"115","pt_BR","title","LINGUÍSTICA, LETRAS E ARTES","string"
"131","pt_BR","identifyType","\N","string"
"120","pt_BR","abbrev","CA","string"
"120","pt_BR","policy","\N","string"
"120","pt_BR","identifyType","\N","string"
"121","pt_BR","title","CIÊNCIAS BIOLÓGICAS","string"
"121","pt_BR","abbrev","CB","string"
"121","pt_BR","policy","\N","string"
"123","pt_BR","title","CIÊNCIAS DA SAÚDE","string"
"123","pt_BR","abbrev","CS","string"
"123","pt_BR","policy","\N","string"
"123","pt_BR","identifyType","\N","string"
"125","pt_BR","title","CIÊNCIAS HUMANAS","string"
"125","pt_BR","abbrev","CH","string"
"125","pt_BR","policy","\N","string"
"125","pt_BR","identifyType","\N","string"
"126","pt_BR","title","CIÊNCIAS SOCIAIS APLICADAS","string"
"126","pt_BR","abbrev","CSA","string"
"126","pt_BR","policy","\N","string"
"126","pt_BR","identifyType","\N","string"
"127","pt_BR","title","ENGENHARIAS","string"
"127","pt_BR","abbrev","ENG","string"
"127","pt_BR","policy","\N","string"
"127","pt_BR","identifyType","\N","string"
"128","pt_BR","title","LINGUÍSTICA, LETRAS E ARTES","string"
"128","pt_BR","abbrev","LLA","string"
"128","pt_BR","policy","\N","string"
"128","pt_BR","identifyType","\N","string"
"130","pt_BR","title","MULTIDISCIPLINAR","string"
"130","pt_BR","abbrev","MD","string"
"130","pt_BR","policy","\N","string"
"130","pt_BR","identifyType","\N","string"
"108","pt_BR","title","CIÊNCIAS EXATAS E DA TERRA","string"
"108","pt_BR","abbrev","CET","string"
"108","pt_BR","policy","\N","string"
"108","pt_BR","identifyType","\N","string"
"109","pt_BR","title","CIÊNCIAS AGRÁRIAS","string"
"119","pt_BR","policy","\N","string"
"119","pt_BR","identifyType","\N","string"
"120","pt_BR","title","CIÊNCIAS AGRÁRIAS","string"
"133","pt_BR","title","Submissões gerais","string"
"133","pt_BR","abbrev","GEN","string"
"133","pt_BR","policy","\N","string"
"109","pt_BR","abbrev","CA","string"
"109","pt_BR","policy","\N","string"
"109","pt_BR","identifyType","\N","string"
"110","pt_BR","title","CIÊNCIAS BIOLÓGICAS","string"
"110","pt_BR","abbrev","CB","string"
"110","pt_BR","policy","\N","string"
"110","pt_BR","identifyType","\N","string"
"135","pt_BR","identifyType","\N","string"
"137","pt_BR","abbrev","CSA","string"
"136","pt_BR","title","CIÊNCIAS BIOLÓGICAS","string"
"137","pt_BR","policy","\N","string"
"135","pt_BR","policy","\N","string"
"132","pt_BR","title","Submissões gerais","string"
"137","pt_BR","title","CIÊNCIAS DA SAÚDE E DO AMBIENTE","string"
"112","pt_BR","title","CIÊNCIAS HUMANAS","string"
"132","pt_BR","abbrev","GEN","string"
"132","pt_BR","policy","\N","string"
"136","pt_BR","policy","\N","string"
"136","pt_BR","identifyType","\N","string"
"138","pt_BR","title","CIÊNCIAS AGRÁRIAS","string"
"136","pt_BR","abbrev","CB","string"
"137","pt_BR","identifyType","\N","string"
"138","pt_BR","abbrev","CA","string"
"138","pt_BR","policy","\N","string"
"138","pt_BR","identifyType","\N","string"
"139","pt_BR","abbrev","CH","string"
"139","pt_BR","policy","\N","string"
"140","pt_BR","title","CULTURA","string"
"139","pt_BR","title","CIÊNCIAS HUMANAS","string"
"139","pt_BR","identifyType","\N","string"
"140","pt_BR","abbrev","C","string"
"140","pt_BR","policy","\N","string"
"140","pt_BR","identifyType","\N","string"
"166","pt_BR","title","Penedo","string"
"157","pt_BR","abbrev","Arapiraca","string"
"157","pt_BR","policy","\N","string"
"157","pt_BR","identifyType","\N","string"
"158","pt_BR","policy","\N","string"
"158","pt_BR","identifyType","\N","string"
"149","pt_BR","title","Palmeira dos Indios","string"
"144","pt_BR","title","Maceió","string"
"159","pt_BR","abbrev","Maragogi","string"
"159","pt_BR","policy","\N","string"
"159","pt_BR","identifyType","\N","string"
"160","pt_BR","policy","\N","string"
"160","pt_BR","identifyType","\N","string"
"158","pt_BR","abbrev","Maceió","string"
"160","pt_BR","title","Marechal Deodoro","string"
"161","pt_BR","title","Murici","string"
"161","pt_BR","abbrev","Murici","string"
"161","pt_BR","policy","\N","string"
"161","pt_BR","identifyType","\N","string"
"162","pt_BR","abbrev","Palmeira dos Indios","string"
"162","pt_BR","policy","\N","string"
"162","pt_BR","identifyType","\N","string"
"146","pt_BR","title","Maragogi","string"
"163","pt_BR","title","Piranhas","string"
"163","pt_BR","abbrev","Piranhas","string"
"163","pt_BR","policy","\N","string"
"163","pt_BR","identifyType","\N","string"
"164","pt_BR","title","Satuba","string"
"168","pt_BR","title","UAB","string"
"168","pt_BR","abbrev","UAB","string"
"168","pt_BR","policy","\N","string"
"168","pt_BR","identifyType","\N","string"
"167","pt_BR","abbrev","Santana do Ipanema","string"
"167","pt_BR","policy","\N","string"
"167","pt_BR","identifyType","\N","string"
"135","pt_BR","title","EDUCAÇÃO E ENSINO","string"
"166","pt_BR","policy","\N","string"
"166","pt_BR","identifyType","\N","string"
"153","pt_BR","title","Penedo","string"
"167","pt_BR","title","Santana do Ipanema","string"
"165","pt_BR","abbrev","São Miguel dos Campu","string"
"165","pt_BR","policy","\N","string"
"165","pt_BR","identifyType","\N","string"
"166","pt_BR","abbrev","Penedo","string"
"164","pt_BR","abbrev","Satuba","string"
"164","pt_BR","policy","\N","string"
"164","pt_BR","identifyType","\N","string"
"165","pt_BR","title","São Miguel dos Campus","string"
"146","pt_BR","abbrev","Maragogi","string"
"146","pt_BR","policy","\N","string"
"146","pt_BR","identifyType","\N","string"
"159","pt_BR","title","Maragogi","string"
"147","pt_BR","title","Marechal Deodoro","string"
"147","pt_BR","abbrev","Marechal Deodoro","string"
"147","pt_BR","policy","\N","string"
"147","pt_BR","identifyType","\N","string"
"148","pt_BR","title","Murici","string"
"148","pt_BR","abbrev","Murici","string"
"148","pt_BR","policy","\N","string"
"148","pt_BR","identifyType","\N","string"
"149","pt_BR","abbrev","Palmeira dos Indios","string"
"149","pt_BR","policy","\N","string"
"149","pt_BR","identifyType","\N","string"
"162","pt_BR","title","Palmeira dos Indios","string"
"150","pt_BR","title","Piranhas","string"
"150","pt_BR","abbrev","Piranhas","string"
"150","pt_BR","policy","\N","string"
"150","pt_BR","identifyType","\N","string"
"151","pt_BR","title","Satuba","string"
"151","pt_BR","abbrev","Satuba","string"
"151","pt_BR","policy","\N","string"
"151","pt_BR","identifyType","\N","string"
"152","pt_BR","title","São Miguel dos Campus","string"
"152","pt_BR","abbrev","São Miguel dos Campu","string"
"152","pt_BR","policy","\N","string"
"152","pt_BR","identifyType","\N","string"
"153","pt_BR","abbrev","Penedo","string"
"153","pt_BR","policy","\N","string"
"153","pt_BR","identifyType","\N","string"
"160","pt_BR","abbrev","Marechal Deodoro","string"
"154","pt_BR","title","Santana do Ipanema","string"
"154","pt_BR","abbrev","Santana do Ipanema","string"
"154","pt_BR","policy","\N","string"
"154","pt_BR","identifyType","\N","string"
"157","pt_BR","title","Arapiraca","string"
"144","pt_BR","abbrev","Maceió","string"
"144","pt_BR","policy","\N","string"
"144","pt_BR","identifyType","\N","string"
"158","pt_BR","title","Maceió","string"
"155","pt_BR","title","UAB","string"
"155","pt_BR","abbrev","UAB","string"
"155","pt_BR","policy","\N","string"
"155","pt_BR","identifyType","\N","string"
"145","pt_BR","policy","\N","string"
"145","pt_BR","title","Arapiraca","string"
"145","pt_BR","abbrev","Arapiraca","string"
"145","pt_BR","identifyType","\N","string"
"132","pt_BR","identifyType","\N","string"
"170","pt_BR","title","REITORIA","string"
"170","pt_BR","abbrev","REITORIA","string"
"170","pt_BR","policy","\N","string"
"170","pt_BR","identifyType","\N","string"
"171","pt_BR","title","EAD","string"
"171","pt_BR","abbrev","EAD","string"
"171","pt_BR","policy","\N","string"
"171","pt_BR","identifyType","\N","string"
"198","pt_BR","title","Submissões gerais","string"
"198","pt_BR","abbrev","GEN","string"
"198","pt_BR","policy","\N","string"
"199","pt_BR","title","Submissões gerais","string"
"199","pt_BR","abbrev","GEN","string"
"199","pt_BR","policy","\N","string"
"200","pt_BR","title","Submissões gerais","string"
"200","pt_BR","abbrev","GEN","string"
"200","pt_BR","policy","\N","string"
"201","pt_BR","title","Submissões gerais","string"
"201","pt_BR","abbrev","GEN","string"
"201","pt_BR","policy","\N","string"
"202","pt_BR","title","Submissões gerais","string"
"202","pt_BR","abbrev","GEN","string"
"202","pt_BR","policy","\N","string"
"187","pt_BR","policy","\N","string"
"187","pt_BR","identifyType","\N","string"
"174","pt_BR","title","ARAPIRACA","string"
"188","pt_BR","abbrev","MAC","string"
"188","pt_BR","identifyType","\N","string"
"187","pt_BR","title","ARAPIRACA","string"
"189","pt_BR","policy","\N","string"
"174","pt_BR","abbrev","ARA","string"
"177","pt_BR","abbrev","MD","string"
"177","pt_BR","policy","\N","string"
"177","pt_BR","identifyType","\N","string"
"191","pt_BR","abbrev","MUR","string"
"191","pt_BR","policy","\N","string"
"191","pt_BR","identifyType","\N","string"
"189","pt_BR","title","MARAGOGI","string"
"197","pt_BR","policy","\N","string"
"193","pt_BR","abbrev","PEN","string"
"193","pt_BR","policy","\N","string"
"193","pt_BR","identifyType","\N","string"
"192","pt_BR","title","PALMEIRA DOS ÍNDIOS","string"
"195","pt_BR","abbrev","SI","string"
"195","pt_BR","policy","\N","string"
"195","pt_BR","identifyType","\N","string"
"194","pt_BR","title","PIRANHAS","string"
"188","pt_BR","title","MACEIÓ","string"
"188","pt_BR","policy","\N","string"
"187","pt_BR","abbrev","ARA","string"
"184","pt_BR","title","SATUBA","string"
"192","pt_BR","abbrev","PI","string"
"192","pt_BR","policy","\N","string"
"192","pt_BR","identifyType","\N","string"
"191","pt_BR","title","MURICI","string"
"194","pt_BR","abbrev","PIR","string"
"194","pt_BR","policy","\N","string"
"194","pt_BR","identifyType","\N","string"
"193","pt_BR","title","PENEDO","string"
"196","pt_BR","policy","\N","string"
"196","pt_BR","identifyType","\N","string"
"197","pt_BR","abbrev","SAT","string"
"197","pt_BR","identifyType","\N","string"
"177","pt_BR","title","MARECHAL DEODORO","string"
"195","pt_BR","title","SANTANA DO IPANEMA","string"
"196","pt_BR","abbrev","SM","string"
"174","pt_BR","policy","\N","string"
"174","pt_BR","identifyType","\N","string"
"175","pt_BR","title","MACEIÓ","string"
"175","pt_BR","abbrev","MAC","string"
"175","pt_BR","policy","\N","string"
"189","pt_BR","abbrev","MAR","string"
"175","pt_BR","identifyType","\N","string"
"176","pt_BR","title","MARAGOGI","string"
"176","pt_BR","abbrev","MAR","string"
"176","pt_BR","policy","\N","string"
"176","pt_BR","identifyType","\N","string"
"190","pt_BR","abbrev","MD","string"
"197","pt_BR","title","SATUBA","string"
"178","pt_BR","title","MURICI","string"
"178","pt_BR","abbrev","MUR","string"
"178","pt_BR","policy","\N","string"
"178","pt_BR","identifyType","\N","string"
"179","pt_BR","title","PALMEIRA DOS ÍNDIOS","string"
"179","pt_BR","abbrev","PI","string"
"179","pt_BR","policy","\N","string"
"179","pt_BR","identifyType","\N","string"
"180","pt_BR","title","PENEDO","string"
"180","pt_BR","abbrev","PEN","string"
"180","pt_BR","policy","\N","string"
"180","pt_BR","identifyType","\N","string"
"181","pt_BR","title","PIRANHAS","string"
"181","pt_BR","abbrev","PIR","string"
"181","pt_BR","policy","\N","string"
"181","pt_BR","identifyType","\N","string"
"182","pt_BR","title","SANTANA DO IPANEMA","string"
"182","pt_BR","abbrev","SI","string"
"182","pt_BR","policy","\N","string"
"182","pt_BR","identifyType","\N","string"
"183","pt_BR","abbrev","SM","string"
"183","pt_BR","policy","\N","string"
"183","pt_BR","identifyType","\N","string"
"196","pt_BR","title","SÃO MIGUEL","string"
"184","pt_BR","abbrev","SAT","string"
"184","pt_BR","policy","\N","string"
"184","pt_BR","identifyType","\N","string"
"183","pt_BR","title","SÃO MIGUEL","string"
"185","pt_BR","title","REITORIA","string"
"185","pt_BR","abbrev","REI","string"
"185","pt_BR","policy","\N","string"
"185","pt_BR","identifyType","\N","string"
"186","pt_BR","abbrev","EAD","string"
"186","pt_BR","policy","\N","string"
"186","pt_BR","identifyType","\N","string"
"190","pt_BR","title","MARECHAL DEODORO","string"
"186","pt_BR","title","EAD","string"
"207","pt_BR","policy","\N","string"
"207","pt_BR","identifyType","\N","string"
"205","pt_BR","title","CIÊNCIAS BIOLÓGICAS","string"
"205","pt_BR","abbrev","CB","string"
"205","pt_BR","policy","\N","string"
"205","pt_BR","identifyType","\N","string"
"206","pt_BR","title","CIÊNCIAS DA SAÚDE E DO AMBIENTE","string"
"206","pt_BR","abbrev","CSA","string"
"206","pt_BR","policy","\N","string"
"206","pt_BR","identifyType","\N","string"
"214","pt_BR","abbrev","MAD","string"
"214","pt_BR","policy","\N","string"
"214","pt_BR","identifyType","\N","string"
"215","pt_BR","title","MURICI","string"
"208","pt_BR","title","CIÊNCIAS HUMANAS","string"
"208","pt_BR","abbrev","CH","string"
"208","pt_BR","policy","\N","string"
"208","pt_BR","identifyType","\N","string"
"209","pt_BR","title","CULTURA","string"
"209","pt_BR","abbrev","C","string"
"209","pt_BR","policy","\N","string"
"209","pt_BR","identifyType","\N","string"
"189","pt_BR","identifyType","\N","string"
"211","pt_BR","title","MACEIÓ","string"
"211","pt_BR","abbrev","MAC","string"
"211","pt_BR","policy","\N","string"
"211","pt_BR","identifyType","\N","string"
"212","pt_BR","title","ARAPIRACA","string"
"212","pt_BR","abbrev","ara","string"
"212","pt_BR","policy","\N","string"
"212","pt_BR","identifyType","\N","string"
"213","pt_BR","title","MARAGOGI","string"
"213","pt_BR","abbrev","MAR","string"
"213","pt_BR","policy","\N","string"
"213","pt_BR","identifyType","\N","string"
"214","pt_BR","title","MARECHAL DEODORO","string"
"215","pt_BR","abbrev","MUR","string"
"215","pt_BR","policy","\N","string"
"215","pt_BR","identifyType","\N","string"
"221","pt_BR","title","SATUBA","string"
"221","pt_BR","abbrev","SAT","string"
"221","pt_BR","policy","\N","string"
"221","pt_BR","identifyType","\N","string"
"220","pt_BR","title","SÃO MIGUEL","string"
"220","pt_BR","abbrev","SM","string"
"220","pt_BR","policy","\N","string"
"220","pt_BR","identifyType","\N","string"
"219","pt_BR","title","SANTANA DO IPANEMA","string"
"219","pt_BR","abbrev","SI","string"
"219","pt_BR","policy","\N","string"
"219","pt_BR","identifyType","\N","string"
"218","pt_BR","title","PIRANHAS","string"
"218","pt_BR","abbrev","PIR","string"
"218","pt_BR","policy","\N","string"
"218","pt_BR","identifyType","\N","string"
"217","pt_BR","title","PENEDO","string"
"217","pt_BR","abbrev","PEN","string"
"217","pt_BR","policy","\N","string"
"217","pt_BR","identifyType","\N","string"
"216","pt_BR","title","PALMEIRA DOS ÍNDIOS","string"
"216","pt_BR","abbrev","PI","string"
"216","pt_BR","policy","\N","string"
"216","pt_BR","identifyType","\N","string"
"222","pt_BR","title","Submissões gerais","string"
"222","pt_BR","abbrev","GEN","string"
"222","pt_BR","policy","\N","string"
"223","pt_BR","title","VIÇOSA","string"
"223","pt_BR","abbrev","vi","string"
"223","pt_BR","policy","\N","string"
"223","pt_BR","identifyType","\N","string"
"224","pt_BR","title","CORURIPE","string"
"224","pt_BR","abbrev","CO","string"
"224","pt_BR","policy","\N","string"
"224","pt_BR","identifyType","\N","string"
"227","pt_BR","title","DEPEAD","string"
"227","pt_BR","abbrev","DEPEAD","string"
"227","pt_BR","policy","\N","string"
"227","pt_BR","identifyType","\N","string"
"226","pt_BR","title","REITORIA","string"
"226","pt_BR","abbrev","R","string"
"226","pt_BR","policy","\N","string"
"226","pt_BR","identifyType","\N","string"
"225","pt_BR","title","RIO LARGO","string"
"225","pt_BR","abbrev","RL","string"
"225","pt_BR","policy","\N","string"
"225","pt_BR","identifyType","\N","string"
"228","pt_BR","title","RIO LARGO","string"
"228","pt_BR","abbrev","RL","string"
"228","pt_BR","policy","\N","string"
"228","pt_BR","identifyType","\N","string"
"190","pt_BR","policy","\N","string"
"190","pt_BR","identifyType","\N","string"
"204","pt_BR","title","EDUCAÇÃO E ENSINO","string"
"204","pt_BR","abbrev","EE","string"
"204","pt_BR","policy","\N","string"
"204","pt_BR","identifyType","\N","string"
"207","pt_BR","title","CIÊNCIAS AGRÁRIAS","string"
"207","pt_BR","abbrev","CA","string"
"230","pt_BR","title","CIÊNCIAS BIOLÓGICAS","string"
"230","pt_BR","abbrev","CBIO","string"
"230","pt_BR","policy","\N","string"
"230","pt_BR","identifyType","\N","string"
"231","pt_BR","title","ENGENHARIAS","string"
"231","pt_BR","abbrev","ENG","string"
"231","pt_BR","policy","\N","string"
"231","pt_BR","identifyType","\N","string"
"232","pt_BR","title","CIÊNCIAS DA SAÚDE","string"
"232","pt_BR","abbrev","CSAU","string"
"232","pt_BR","policy","\N","string"
"232","pt_BR","identifyType","\N","string"
"233","pt_BR","title","CIÊNCIAS AGRÁRIAS","string"
"233","pt_BR","abbrev","CAGR","string"
"233","pt_BR","policy","\N","string"
"233","pt_BR","identifyType","\N","string"
"234","pt_BR","title","CIÊNCIAS SOCIAIS APLICADAS","string"
"234","pt_BR","abbrev","CSAP","string"
"234","pt_BR","policy","\N","string"
"234","pt_BR","identifyType","\N","string"
"235","pt_BR","title","CIÊNCIAS HUMANAS","string"
"235","pt_BR","abbrev","CHUM","string"
"235","pt_BR","policy","\N","string"
"235","pt_BR","identifyType","\N","string"
"236","pt_BR","title","LINGUÍSTICA, LETRAS E ARTES","string"
"236","pt_BR","abbrev","LLA","string"
"236","pt_BR","policy","\N","string"
"236","pt_BR","identifyType","\N","string"
"229","pt_BR","title","CIÊNCIAS EXATAS E DA TERRA","string"
"229","pt_BR","abbrev","CET","string"
"229","pt_BR","policy","\N","string"
"229","pt_BR","identifyType","\N","string"
"237","pt_BR","title","MULTIDISCIPLINAR","string"
"237","pt_BR","abbrev","MULT","string"
"237","pt_BR","policy","<span style=""font-size: 12.8px;""></span>","string"
"237","pt_BR","identifyType","\N","string"
"238","pt_BR","title","Submissões gerais","string"
"238","pt_BR","abbrev","GEN","string"
"238","pt_BR","policy","\N","string"
